State,County,Tract,BLKGRP,Geography,Pop_Total,NH_White,NH_Black,NH_AmInd_A,NH_Asian,NH_Native_,NH_Some_Ot,NH_Two_Mor,Hispanic,Households,Housing_Un,Occupied,Vacant,MHI_ACS,Count_Affe,Children_U,SeniorCiti,Count_Af_1,Shape_Leng,Shape_Area
48,157,672002,3,"Block Group 3, Census Tract 6720.02, Fort Bend County, Texas",844.0,211.0,58.0,0.0,558.0,0.0,0.0,0.0,17.0,345.0,427.0,345.0,82.0,65483.0,0,0.0,142.0,0,9895.61316586,5826189.36473
48,157,672100,1,"Block Group 1, Census Tract 6721, Fort Bend County, Texas",2507.0,1425.0,47.0,0.0,768.0,0.0,0.0,163.0,104.0,997.0,1005.0,997.0,8.0,125104.0,0,68.0,638.0,0,36692.7579433,45458369.981
48,157,672100,2,"Block Group 2, Census Tract 6721, Fort Bend County, Texas",1100.0,811.0,24.0,0.0,166.0,0.0,0.0,25.0,74.0,464.0,498.0,464.0,34.0,116053.0,0,28.0,353.0,0,28434.0571552,36379464.8727
48,157,672200,1,"Block Group 1, Census Tract 6722, Fort Bend County, Texas",2479.0,1569.0,122.0,0.0,217.0,0.0,0.0,9.0,562.0,901.0,901.0,901.0,0.0,69792.0,0,175.0,301.0,0,19778.9940171,20648859.6775
48,157,672200,2,"Block Group 2, Census Tract 6722, Fort Bend County, Texas",896.0,269.0,210.0,0.0,18.0,0.0,0.0,0.0,399.0,336.0,388.0,336.0,52.0,52500.0,0,18.0,189.0,0,32905.5456694,51696351.4855
48,157,672301,1,"Block Group 1, Census Tract 6723.01, Fort Bend County, Texas",8011.0,994.0,1362.0,19.0,3355.0,0.0,0.0,140.0,2141.0,2428.0,2478.0,2428.0,50.0,65075.0,0,389.0,560.0,0,32522.2279022,42297839.9474
48,157,672302,1,"Block Group 1, Census Tract 6723.02, Fort Bend County, Texas",1248.0,847.0,33.0,0.0,172.0,0.0,0.0,0.0,196.0,474.0,474.0,474.0,0.0,98864.0,0,59.0,230.0,0,10239.9939409,5667885.79208
48,157,672302,2,"Block Group 2, Census Tract 6723.02, Fort Bend County, Texas",1057.0,621.0,0.0,0.0,71.0,0.0,0.0,12.0,353.0,413.0,506.0,413.0,93.0,64632.0,0,14.0,141.0,0,10013.2626386,5274757.34398
48,157,672302,3,"Block Group 3, Census Tract 6723.02, Fort Bend County, Texas",1332.0,927.0,0.0,0.0,158.0,0.0,0.0,0.0,247.0,545.0,545.0,545.0,0.0,102946.0,0,71.0,326.0,0,14550.133141,9075957.18633
48,157,672302,4,"Block Group 4, Census Tract 6723.02, Fort Bend County, Texas",5070.0,1893.0,147.0,0.0,2219.0,0.0,30.0,23.0,758.0,1604.0,1703.0,1604.0,99.0,80278.0,0,406.0,391.0,0,28864.3369842,22701675.3547
48,157,672400,1,"Block Group 1, Census Tract 6724, Fort Bend County, Texas",2622.0,425.0,1069.0,0.0,853.0,0.0,0.0,0.0,275.0,773.0,773.0,773.0,0.0,82940.0,1,164.0,303.0,0,17297.7197357,13865595.0416
48,157,672400,2,"Block Group 2, Census Tract 6724, Fort Bend County, Texas",2991.0,372.0,945.0,0.0,361.0,0.0,0.0,17.0,1296.0,822.0,822.0,822.0,0.0,60714.0,0,262.0,158.0,0,21775.5278565,18328704.3704
48,157,672400,3,"Block Group 3, Census Tract 6724, Fort Bend County, Texas",1853.0,668.0,0.0,0.0,191.0,0.0,0.0,43.0,951.0,544.0,544.0,544.0,0.0,59191.0,0,114.0,92.0,0,10675.1919793,6799057.22329
48,157,672400,4,"Block Group 4, Census Tract 6724, Fort Bend County, Texas",2275.0,552.0,256.0,0.0,192.0,0.0,0.0,12.0,1263.0,522.0,556.0,522.0,34.0,53032.0,0,119.0,220.0,0,13138.3251679,6180901.29996
48,157,672500,1,"Block Group 1, Census Tract 6725, Fort Bend County, Texas",2550.0,348.0,779.0,0.0,178.0,0.0,0.0,42.0,1203.0,770.0,787.0,770.0,17.0,55592.0,0,139.0,119.0,0,13413.8754865,7940783.07293
48,157,672500,2,"Block Group 2, Census Tract 6725, Fort Bend County, Texas",1482.0,158.0,286.0,0.0,110.0,0.0,0.0,96.0,832.0,457.0,458.0,457.0,1.0,60380.0,0,60.0,104.0,0,11863.6155388,6325035.18826
48,157,672500,3,"Block Group 3, Census Tract 6725, Fort Bend County, Texas",3487.0,456.0,931.0,26.0,1289.0,0.0,0.0,165.0,620.0,1048.0,1087.0,1048.0,39.0,81265.0,2,286.0,611.0,0,16169.9269554,13749074.6433
48,157,672601,1,"Block Group 1, Census Tract 6726.01, Fort Bend County, Texas",2663.0,407.0,465.0,0.0,183.0,0.0,0.0,0.0,1608.0,876.0,910.0,876.0,34.0,32413.0,0,242.0,175.0,0,16354.0888611,11199540.3532
48,157,672601,2,"Block Group 2, Census Tract 6726.01, Fort Bend County, Texas",858.0,329.0,44.0,0.0,178.0,0.0,0.0,17.0,290.0,253.0,253.0,253.0,0.0,44570.0,0,110.0,90.0,0,9106.05600688,4223128.94863
48,157,672601,3,"Block Group 3, Census Tract 6726.01, Fort Bend County, Texas",1845.0,80.0,697.0,0.0,519.0,0.0,0.0,0.0,549.0,572.0,572.0,572.0,0.0,56474.0,0,173.0,117.0,0,15198.7730021,15072882.0467
48,157,672601,4,"Block Group 4, Census Tract 6726.01, Fort Bend County, Texas",1818.0,241.0,642.0,0.0,40.0,0.0,0.0,0.0,895.0,684.0,684.0,684.0,0.0,57652.0,0,71.0,249.0,0,11094.622907,5101151.22572
48,157,672601,5,"Block Group 5, Census Tract 6726.01, Fort Bend County, Texas",2654.0,188.0,325.0,76.0,0.0,0.0,0.0,0.0,2065.0,652.0,705.0,652.0,53.0,69706.0,0,204.0,108.0,0,10307.1068933,4221600.85634
48,157,672602,1,"Block Group 1, Census Tract 6726.02, Fort Bend County, Texas",2688.0,246.0,934.0,0.0,426.0,0.0,12.0,41.0,1029.0,807.0,828.0,807.0,21.0,62482.0,0,58.0,190.0,0,13822.7953344,10277625.1092
48,157,672602,2,"Block Group 2, Census Tract 6726.02, Fort Bend County, Texas",3882.0,175.0,1526.0,0.0,824.0,0.0,0.0,0.0,1357.0,986.0,986.0,986.0,0.0,58545.0,0,291.0,300.0,0,19069.8909111,12268828.225
48,157,672701,1,"Block Group 1, Census Tract 6727.01, Fort Bend County, Texas",5125.0,387.0,526.0,0.0,2174.0,0.0,84.0,110.0,1844.0,1139.0,1139.0,1139.0,0.0,67750.0,0,208.0,262.0,0,21590.2922931,27072436.7144
48,157,672701,2,"Block Group 2, Census Tract 6727.01, Fort Bend County, Texas",8667.0,779.0,2657.0,0.0,2496.0,0.0,58.0,67.0,2610.0,2171.0,2171.0,2171.0,0.0,71730.0,0,875.0,616.0,0,32189.3627307,48385141.9198
48,157,672701,3,"Block Group 3, Census Tract 6727.01, Fort Bend County, Texas",1787.0,519.0,394.0,0.0,603.0,0.0,0.0,64.0,207.0,589.0,656.0,589.0,67.0,86555.0,0,37.0,206.0,0,28560.9355418,44385688.5409
48,157,672702,1,"Block Group 1, Census Tract 6727.02, Fort Bend County, Texas",1993.0,841.0,478.0,0.0,446.0,0.0,0.0,0.0,228.0,650.0,695.0,650.0,45.0,75809.0,0,178.0,185.0,0,16143.0331296,9718810.43719
48,157,672702,2,"Block Group 2, Census Tract 6727.02, Fort Bend County, Texas",5040.0,1993.0,903.0,0.0,1147.0,0.0,0.0,119.0,878.0,1498.0,1498.0,1498.0,0.0,81349.0,0,344.0,327.0,0,25695.4188313,27309876.3501
48,157,672800,1,"Block Group 1, Census Tract 6728, Fort Bend County, Texas",7803.0,1907.0,1752.0,0.0,3157.0,0.0,15.0,53.0,919.0,2279.0,2464.0,2279.0,185.0,103170.0,0,411.0,593.0,0,47337.6082023,122085592.106
48,157,672900,1,"Block Group 1, Census Tract 6729, Fort Bend County, Texas",38137.0,8479.0,10866.0,17.0,9285.0,0.0,0.0,382.0,9108.0,11564.0,12278.0,11564.0,714.0,88491.0,0,4016.0,2010.0,0,118951.684876,520843440.136
48,157,673001,1,"Block Group 1, Census Tract 6730.01, Fort Bend County, Texas",3412.0,1917.0,266.0,18.0,649.0,0.0,0.0,58.0,504.0,1092.0,1104.0,1092.0,12.0,120714.0,0,186.0,469.0,0,28763.6200058,26647359.2731
48,157,673001,2,"Block Group 2, Census Tract 6730.01, Fort Bend County, Texas",2181.0,1802.0,13.0,0.0,149.0,0.0,0.0,106.0,111.0,908.0,949.0,908.0,41.0,149318.0,0,99.0,200.0,0,18909.7983071,18756803.4319
48,157,673001,3,"Block Group 3, Census Tract 6730.01, Fort Bend County, Texas",2284.0,1850.0,86.0,0.0,66.0,0.0,32.0,127.0,123.0,723.0,723.0,723.0,0.0,135347.0,0,97.0,121.0,0,15041.7705573,12085195.5968
48,157,673002,1,"Block Group 1, Census Tract 6730.02, Fort Bend County, Texas",6204.0,3345.0,497.0,0.0,1275.0,0.0,0.0,84.0,1003.0,2078.0,2132.0,2078.0,54.0,109271.0,0,261.0,429.0,0,38686.1818511,88032099.5855
48,157,673002,2,"Block Group 2, Census Tract 6730.02, Fort Bend County, Texas",2573.0,876.0,430.0,0.0,588.0,0.0,0.0,0.0,679.0,827.0,875.0,827.0,48.0,119081.0,0,367.0,263.0,0,45971.5621513,67369679.5412
